Steel,C,Si,Mn,Cr,Mo,Ni,Al,Cu,ppmB,Pa,Rc,lnRc,Texp
CM08,0.37,0.42,0.93,0,0.4,0.82,0,0,0,1050.63,0.096,-2.343407088,713
CM08,0.37,0.42,0.93,0,0.4,0.82,0,0,0,1050.63,0.018,-4.017383521,731
CM08,0.37,0.42,0.93,0,0.4,0.82,0,0,0,1050.63,0.004,-5.521460918,743
CM09,0.36,0.42,0.91,0,0.81,0.81,0,0,0,1045.83,0.138,-1.980501594,703
CM09,0.36,0.42,0.91,0,0.81,0.81,0,0,0,1045.83,0.03,-3.506557897,721
CM09,0.36,0.42,0.91,0,0.81,0.81,0,0,0,1045.83,0.008,-4.828313737,731
CM10,0.36,0.39,0.87,0,0.44,0.8,0,0,0,1088.95,0.145,-1.931021537,670
CM10,0.36,0.39,0.87,0,0.44,0.8,0,0,0,1088.95,0.032,-3.442019376,719
CM10,0.36,0.39,0.87,0,0.44,0.8,0,0,0,1088.95,0.008,-4.828313737,726
CM11,0.36,0.46,1.01,0,0,2.8,0,0,0,1012.25,2.827,1.039216079,641
CM11,0.36,0.46,1.01,0,0,2.8,0,0,0,1012.25,0.124,-2.087473713,661
CM11,0.36,0.46,1.01,0,0,2.8,0,0,0,1012.25,0.007,-4.96184513,674
CM12,0.36,0.47,0.99,0,0.4,2.77,0,0,0,1045.83,0.142,-1.951928221,634
CM12,0.36,0.47,0.99,0,0.4,2.77,0,0,0,1045.83,0.032,-3.442019376,658
CM12,0.36,0.47,0.99,0,0.4,2.77,0,0,0,1045.83,0.008,-4.828313737,667
CM14,0.35,0.46,0.94,0,0.47,2.77,0,0,0,1060.21,0.008,-4.828313737,644
CM15,0.36,0.52,0.98,0.41,0,0,0,0,0,1055.42,3.007,1.100942904,717
CM15,0.36,0.52,0.98,0.41,0,0,0,0,0,1055.42,0.141,-1.958995389,733
CM15,0.36,0.52,0.98,0.41,0,0,0,0,0,1055.42,0.008,-4.828313737,738
CM16,0.35,0.53,0.98,0.42,0.39,0,0,0,0,1098.52,0.41,-0.891598119,702
CM16,0.35,0.53,0.98,0.42,0.39,0,0,0,0,1098.52,0.152,-1.883874758,721
CM16,0.35,0.53,0.98,0.42,0.39,0,0,0,0,1098.52,0.035,-3.352407217,740
CM16,0.35,0.53,0.98,0.42,0.39,0,0,0,0,1098.52,0.009,-4.710530702,748
CM17,0.35,0.52,0.93,0.42,0.83,0,0,0,0,1069.8,0.132,-2.024953356,721
CM17,0.35,0.52,0.93,0.42,0.83,0,0,0,0,1069.8,0.028,-3.575550769,734
CM17,0.35,0.52,0.93,0.42,0.42,0,0,0,0,1069.8,0.006,-5.11599581,737
CM18,0.34,0.51,0.93,0.41,1.25,0,0,0,0,1074.59,0.134,-2.009915479,716
CM18,0.34,0.51,0.93,0.41,0.42,0,0,0,0,1074.59,0.031,-3.473768074,732
CM18,0.34,0.51,0.93,0.41,0.42,0,0,0,0,1074.59,0.009,-4.710530702,739
CM19,0.41,0.5,1.03,0.4,0,0,0,0,0,1041.04,2.926,1.073636303,703
CM19,0.41,0.5,1.03,0.4,0,0,0,0,0,1041.04,0.146,-1.924148657,711
CM19,0.41,0.5,1.03,0.4,0,0,0,0,0,1041.04,0.007,-4.96184513,715
CM20,0.4,0.5,1.04,0.41,0.43,0,0,0,0,1074.59,0.975,-0.025317808,681
CM20,0.4,0.5,1.04,0.41,0.43,0,0,0,0,1074.59,0.144,-1.937941979,695
CM20,0.4,0.5,1.04,0.41,0.43,0,0,0,0,1074.59,0.028,-3.575550769,700
CM20,0.4,0.5,1.04,0.41,0.43,0,0,0,0,1074.59,0.008,-4.828313737,703
CM21,0.41,0.49,1,0.42,0.84,0,0,0,0,1055.42,0.367,-1.002393431,687
CM21,0.41,0.49,1,0.42,0.84,0,0,0,0,1055.42,0.128,-2.055725015,699
CM21,0.41,0.49,1,0.42,0.84,0,0,0,0,1055.42,0.028,-3.575550769,708
CM21,0.41,0.49,1,0.42,0.43,0,0,0,0,1055.42,0.007,-4.96184513,717
CM22,0.41,0.48,1,0.43,1.32,0,0,0,0,1055.42,0.125,-2.079441542,701
CM22,0.41,0.48,1.01,0.43,0.41,0,0,0,0,1055.42,0.029,-3.540459449,714
CM22,0.41,0.48,1.01,0.43,0.42,0,0,0,0,1055.42,0.007,-4.96184513,724
CM23,0.36,0.48,0.92,1.81,0,0,0,0,0,1060.21,2.969,1.088225196,677
CM23,0.36,0.48,0.92,1.81,0,0,0,0,0,1060.21,0.127,-2.063568193,709
CM23,0.36,0.48,0.92,1.81,0,0,0,0,0,1060.21,0.007,-4.96184513,726
CM24,0.36,0.49,0.98,1.81,0.38,0,0,0,0,1050.63,0.142,-1.951928221,688
CM24,0.36,0.49,0.98,1.81,0.38,0,0,0,0,1050.63,0.03,-3.506557897,718
CM24,0.36,0.49,0.98,1.81,0.38,0,0,0,0,1050.63,0.007,-4.96184513,736
CM25,0.36,0.48,0.96,1.79,0.75,0,0,0,0,1074.59,0.15,-1.897119985,670
CM25,0.36,0.48,0.96,1.79,0.75,0,0,0,0,1074.59,0.033,-3.411247718,710
CM25,0.36,0.48,0.96,1.79,0.75,0,0,0,0,1074.59,0.008,-4.828313737,735
CM26,0.35,0.46,0.92,1.77,1.24,0,0,0,0,1079.37,0.15,-1.897119985,690
CM26,0.35,0.47,0.92,1.77,0.43,0,0,0,0,1079.37,0.033,-3.411247718,705
CM26,0.35,0.47,0.92,1.77,0.44,0,0,0,0,1079.37,0.008,-4.828313737,717
CM32,0.41,2.08,1.96,0,0,0,0,0,0,1108.09,3.106,1.133335725,692
CM32,0.41,2.08,1.96,0,0,0,0,0,0,1108.09,0.139,-1.973281346,725
CM32,0.41,2.08,1.95,0,0,0,0,0,0,1108.09,0.008,-4.828313737,744
CM33,0.41,2.08,1.93,0,0.62,0,0,0,0,1131.99,0.414,-0.881889305,701
CM33,0.41,2.08,1.93,0,0.61,0,0,0,0,1131.99,0.157,-1.851509474,715
CM33,0.41,2.07,1.93,0,0.61,0,0,0,0,1131.99,0.032,-3.442019376,731
CM33,0.41,2.07,1.93,0,0.31,0,0,0,0,1131.99,0.008,-4.828313737,741
CM34,0.4,2.07,1.92,0,0.31,0,0,0,0,1141.54,0.08,-2.525728644,700
CM34,0.4,2.07,1.92,0,0.31,0,0,0,0,1141.54,0.034,-3.381394754,714
CM34,0.4,2.06,1.91,0,0.32,0,0,0,0,1141.54,0.008,-4.828313737,727
CM35,0.4,2.06,1.88,0,0.32,0,0,0,0,1136.76,0.033,-3.411247718,714
CM35,0.4,2.05,1.88,0,0.33,0,0,0,0,1136.76,0.008,-4.828313737,739
CM36,0.12,0.36,0.85,0.8,0,1.61,0,0,0,1078.11,3.067,1.120699885,720
CM36,0.12,0.36,0.85,0.8,0,1.61,0,0,0,1078.11,0.141,-1.958995389,742
CM36,0.12,0.36,0.85,0.8,0,1.61,0,0,0,1078.11,0.007,-4.96184513,745
CM37,0.12,0.34,0.84,0.81,0.19,1.59,0,0,0,1087.5,0.997,-0.003004509,693
CM37,0.12,0.34,0.84,0.81,0.19,1.59,0,0,0,1087.5,0.139,-1.973281346,723
CM37,0.12,0.34,0.84,0.81,0.19,1.59,0,0,0,1087.5,0.007,-4.96184513,734
CM38,0.12,0.33,0.8,0.8,0.43,1.56,0,0,0,1087.5,0.374,-0.983499482,693
CM38,0.12,0.33,0.8,0.8,0.43,1.56,0,0,0,1087.5,0.141,-1.958995389,706
CM38,0.12,0.33,0.8,0.8,0.43,1.56,0,0,0,1087.5,0.03,-3.506557897,722
CM38,0.12,0.33,0.8,0.8,0.43,1.56,0,0,0,1087.5,0.007,-4.96184513,723
CM39,0.4,0.53,0.85,0.89,0.05,0.84,0,0,0,1060.21,2.928,1.074319596,667
CM39,0.4,0.53,0.85,0.89,0.05,0.84,0,0,0,1060.21,0.125,-2.079441542,715
CM39,0.4,0.53,0.85,0.89,0.05,0.84,0,0,0,1060.21,0.006,-5.11599581,736
CM40,0.4,0.53,0.9,0.89,0.44,0.84,0,0,0,1060.21,0.959,-0.041864204,665
CM40,0.4,0.53,0.9,0.89,0.44,0.84,0,0,0,1060.21,0.146,-1.924148657,682
CM40,0.4,0.53,0.9,0.89,0.44,0.84,0,0,0,1060.21,0.008,-4.828313737,700
CM41,0.4,0.53,0.82,0.89,0.82,0.83,0,0,0,1050.63,0.138,-1.980501594,680
CM41,0.4,0.53,0.82,0.89,0.82,0.83,0,0,0,1050.63,0.031,-3.473768074,697
CM41,0.4,0.53,0.82,0.89,0.82,0.83,0,0,0,1050.63,0.007,-4.96184513,712
CM42,0.38,0.42,0.99,0.86,0,1.57,0,0,0,1069.8,3.106,1.133335725,638
CM42,0.38,0.42,0.98,0.86,0,1.57,0,0,0,1069.8,0.143,-1.944910649,683
CM42,0.38,0.42,0.98,0.86,0,1.57,0,0,0,1069.8,0.008,-4.828313737,705
CM43,0.38,0.45,0.99,0.85,0.39,1.56,0,0,0,1079.37,0.143,-1.944910649,656
CM43,0.38,0.45,0.99,0.85,0.39,1.56,0,0,0,1079.37,0.03,-3.506557897,692
CM43,0.38,0.45,0.99,0.85,0.39,1.56,0,0,0,1079.37,0.007,-4.96184513,704
